source	target	type	source_id	id	label	name	category_code	crunchbase_url	funded_month	source_description	round_code	raised_amount	permalink	source_url	raised_currency_code	funded_year	funded_day
"(664835 {""phone_number"":"""",""permalink"":""2b-angels"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/2b-angels"",""description"":""Social Venture Capital Fund"",""overview"":"" 2B Angels is an Israeli angel investment group, founded by Yoel Cheshin and Arale Cohen in 2009. "",""created_at"":""Tue Apr 19 03:59:16 UTC 2011"",""updated_at"":""Wed Feb 05 09:17:24 UTC 2014"",""founded_year"":2009,""stub"":""False"",""homepage_url"":""http://www.2b-angels.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""Dafna@2b-angels.com"",""alias_list"":"""",""name"":""2B Angels""})"	"(665478 {""stub"":"""",""visited"":""False"",""permalink"":""yotpo"",""name"":""Yotpo""})"	funded		2b-angels__yotpo	funded					Yotpo Raises $800K For Its Opinion Aggregation Engine	seed	800000.0	2b-angels__yotpo	http://techcrunch.com/2011/04/18/yotpo-raises-800k-for-its-opinion-aggregation-engine/	USD	2011	
"(664835 {""phone_number"":"""",""permalink"":""2b-angels"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/2b-angels"",""description"":""Social Venture Capital Fund"",""overview"":"" 2B Angels is an Israeli angel investment group, founded by Yoel Cheshin and Arale Cohen in 2009. "",""created_at"":""Tue Apr 19 03:59:16 UTC 2011"",""updated_at"":""Wed Feb 05 09:17:24 UTC 2014"",""founded_year"":2009,""stub"":""False"",""homepage_url"":""http://www.2b-angels.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""Dafna@2b-angels.com"",""alias_list"":"""",""name"":""2B Angels""})"	"(665479 {""stub"":"""",""visited"":""False"",""permalink"":""greensql"",""name"":""GreenSQL""})"	funded		2b-angels__greensql	funded					GreenSQL Closes $5.9M Series B Funding	b	5900000.0	2b-angels__greensql	http://www.finsmes.com/2011/08/greensql-closes-5-9m-series-funding.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29	USD	2011	
"(664835 {""phone_number"":"""",""permalink"":""2b-angels"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/2b-angels"",""description"":""Social Venture Capital Fund"",""overview"":"" 2B Angels is an Israeli angel investment group, founded by Yoel Cheshin and Arale Cohen in 2009. "",""created_at"":""Tue Apr 19 03:59:16 UTC 2011"",""updated_at"":""Wed Feb 05 09:17:24 UTC 2014"",""founded_year"":2009,""stub"":""False"",""homepage_url"":""http://www.2b-angels.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""Dafna@2b-angels.com"",""alias_list"":"""",""name"":""2B Angels""})"	"(665478 {""stub"":"""",""visited"":""False"",""permalink"":""yotpo"",""name"":""Yotpo""})"	funded		2b-angels__yotpo	funded					Yotpo Closes $1.5M Round Led by Rhodium And Gandyr Group To Scale Social Reviews	unattributed	1500000.0	2b-angels__yotpo	http://techcrunch.com/2012/10/30/yotpo-closes-1-5m-round-led-by-rhodium-and-gandyr-group-to-scale-social-reviews/	USD	2012	
"(664835 {""phone_number"":"""",""permalink"":""2b-angels"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/2b-angels"",""description"":""Social Venture Capital Fund"",""overview"":"" 2B Angels is an Israeli angel investment group, founded by Yoel Cheshin and Arale Cohen in 2009. "",""created_at"":""Tue Apr 19 03:59:16 UTC 2011"",""updated_at"":""Wed Feb 05 09:17:24 UTC 2014"",""founded_year"":2009,""stub"":""False"",""homepage_url"":""http://www.2b-angels.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""Dafna@2b-angels.com"",""alias_list"":"""",""name"":""2B Angels""})"	"(665480 {""stub"":"""",""visited"":""False"",""permalink"":""mypermissions"",""name"":""MyPermissions""})"	funded		2b-angels__mypermissions	funded					MyPermissions raises $1M from 500 Startups to improve personal security online	a	1000000.0	2b-angels__mypermissions	http://venturebeat.com/2013/03/06/mypermissions-funding/	USD	2013	
"(664835 {""phone_number"":"""",""permalink"":""2b-angels"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/2b-angels"",""description"":""Social Venture Capital Fund"",""overview"":"" 2B Angels is an Israeli angel investment group, founded by Yoel Cheshin and Arale Cohen in 2009. "",""created_at"":""Tue Apr 19 03:59:16 UTC 2011"",""updated_at"":""Wed Feb 05 09:17:24 UTC 2014"",""founded_year"":2009,""stub"":""False"",""homepage_url"":""http://www.2b-angels.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""Dafna@2b-angels.com"",""alias_list"":"""",""name"":""2B Angels""})"	"(665481 {""stub"":"""",""visited"":""False"",""permalink"":""carambola-media"",""name"":""Carambola Media""})"	funded		2b-angels__carambola-media	funded					Video platform co Carambola raises $1m	seed	1000000.0	2b-angels__carambola-media	http://www.globes.co.il/serveen/globes/docview.asp?did=1000860084&fid=1725	USD	2013	
"(664835 {""phone_number"":"""",""permalink"":""2b-angels"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/2b-angels"",""description"":""Social Venture Capital Fund"",""overview"":"" 2B Angels is an Israeli angel investment group, founded by Yoel Cheshin and Arale Cohen in 2009. "",""created_at"":""Tue Apr 19 03:59:16 UTC 2011"",""updated_at"":""Wed Feb 05 09:17:24 UTC 2014"",""founded_year"":2009,""stub"":""False"",""homepage_url"":""http://www.2b-angels.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""Dafna@2b-angels.com"",""alias_list"":"""",""name"":""2B Angels""})"	"(665482 {""stub"":"""",""visited"":""False"",""permalink"":""oktopost"",""name"":""Oktopost""})"	funded		2b-angels__oktopost	funded					Oktopost Raises $800K in Seed Funding	seed	800000.0	2b-angels__oktopost	http://www.finsmes.com/2013/11/oktopost-raises-800k-seed-funding.html	USD	2013	
"(664835 {""phone_number"":"""",""permalink"":""2b-angels"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/2b-angels"",""description"":""Social Venture Capital Fund"",""overview"":"" 2B Angels is an Israeli angel investment group, founded by Yoel Cheshin and Arale Cohen in 2009. "",""created_at"":""Tue Apr 19 03:59:16 UTC 2011"",""updated_at"":""Wed Feb 05 09:17:24 UTC 2014"",""founded_year"":2009,""stub"":""False"",""homepage_url"":""http://www.2b-angels.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""Dafna@2b-angels.com"",""alias_list"":"""",""name"":""2B Angels""})"	"(665481 {""stub"":"""",""visited"":""False"",""permalink"":""carambola-media"",""name"":""Carambola Media""})"	funded		2b-angels__carambola-media	funded					Interactive Video AdTech Startup, Carambola, Closes $4M Series A led by pitango	a	4000000.0	2b-angels__carambola-media	http://techcrunch.com/2013/12/05/carambola-series-a/	USD	2013	
"(664835 {""phone_number"":"""",""permalink"":""2b-angels"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/2b-angels"",""description"":""Social Venture Capital Fund"",""overview"":"" 2B Angels is an Israeli angel investment group, founded by Yoel Cheshin and Arale Cohen in 2009. "",""created_at"":""Tue Apr 19 03:59:16 UTC 2011"",""updated_at"":""Wed Feb 05 09:17:24 UTC 2014"",""founded_year"":2009,""stub"":""False"",""homepage_url"":""http://www.2b-angels.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""Dafna@2b-angels.com"",""alias_list"":"""",""name"":""2B Angels""})"	"(665478 {""stub"":"""",""visited"":""False"",""permalink"":""yotpo"",""name"":""Yotpo""})"	funded		2b-angels__yotpo	funded					Yotpo Secures A $10.7M Series A Funding Round Led By Blumberg Capital	a	10700000.0	2b-angels__yotpo	http://techcrunch.com/2014/01/08/yotpo-secures-a-10-7m-series-a-funding-round-led-by-blumberg-capital/	USD	2014	
"(664835 {""phone_number"":"""",""permalink"":""2b-angels"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/2b-angels"",""description"":""Social Venture Capital Fund"",""overview"":"" 2B Angels is an Israeli angel investment group, founded by Yoel Cheshin and Arale Cohen in 2009. "",""created_at"":""Tue Apr 19 03:59:16 UTC 2011"",""updated_at"":""Wed Feb 05 09:17:24 UTC 2014"",""founded_year"":2009,""stub"":""False"",""homepage_url"":""http://www.2b-angels.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""Dafna@2b-angels.com"",""alias_list"":"""",""name"":""2B Angels""})"	"(665483 {""stub"":"""",""visited"":""False"",""permalink"":""roojoom"",""name"":""Roojoom""})"	funded		2b-angels__roojoom	funded					Roojoom Closes $600K Seed To Push Its Online Tutorial-Builder At More Businesses	seed	600000.0	2b-angels__roojoom	http://techcrunch.com/2014/03/04/roojoom-seed/	USD	2014	
"(664836 {""stub"":""False"",""permalink"":""2c3i"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/2c3i"",""name"":""2C3i"",""visited"":""False"",""created_at"":""Thu Feb 25 22:23:08 UTC 2010"",""updated_at"":""Thu Feb 25 23:24:49 UTC 2010""})"	"(665484 {""stub"":"""",""visited"":""False"",""permalink"":""koolanoo-group"",""name"":""Koolanoo Group""})"	funded		2c3i__koolanoo-group	funded					Chinese media company Koolanoo Group raises $25M	unattributed	25000000.0	2c3i__koolanoo-group	http://venturebeat.com/2008/08/05/chinese-media-company-koolanoo-group-raises-25m/	USD	2008	
"(664838 {""phone_number"":""214-252-1818"",""permalink"":""2m-companies"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/2m-companies"",""description"":"""",""overview"":"" Their investment operations are conducted through 2M Companies, Inc. At first glance they appear to be similar to many other investment firms, however upon closer look you will find that they are very different. Their primary business purpose is to support The Morton H. Meyerson Family Fund and their communities, and to invest with people who are interested in effecting social change. Their business practices directly follow these Values. "",""created_at"":""Mon Oct 04 12:38:34 UTC 2010"",""updated_at"":""Mon Oct 04 13:08:49 UTC 2010"",""stub"":""False"",""homepage_url"":""http://www.2m.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""information-request@2m.com"",""alias_list"":"""",""name"":""2M Companies""})"	"(665485 {""stub"":"""",""visited"":""False"",""permalink"":""simtek"",""name"":""SIMTEK""})"	funded		2m-companies__simtek	funded					EDGAR	unattributed	10360000.0	2m-companies__simtek		USD	2005	
"(664838 {""phone_number"":""214-252-1818"",""permalink"":""2m-companies"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/2m-companies"",""description"":"""",""overview"":"" Their investment operations are conducted through 2M Companies, Inc. At first glance they appear to be similar to many other investment firms, however upon closer look you will find that they are very different. Their primary business purpose is to support The Morton H. Meyerson Family Fund and their communities, and to invest with people who are interested in effecting social change. Their business practices directly follow these Values. "",""created_at"":""Mon Oct 04 12:38:34 UTC 2010"",""updated_at"":""Mon Oct 04 13:08:49 UTC 2010"",""stub"":""False"",""homepage_url"":""http://www.2m.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""information-request@2m.com"",""alias_list"":"""",""name"":""2M Companies""})"	"(665486 {""stub"":"""",""visited"":""False"",""permalink"":""lucidchart"",""name"":""Lucidchart""})"	funded		2m-companies__lucidchart	funded					LucidChart Raises One Million in Seed Financing From 500 Startups, 2M Companies, and K9 Ventures	seed	1000000.0	2m-companies__lucidchart	http://www.prlog.org/11601116-lucidchart-raises-one-million-in-seed-financing-from-500-startups-2m-companies-and-k9-ventures.html	USD	2011	
"(664842 {""phone_number"":"""",""permalink"":""3-wise-ventures"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/3-wise-ventures"",""description"":"""",""created_at"":""Thu Oct 07 03:40:33 UTC 2010"",""updated_at"":""Sat Jun 01 10:41:48 UTC 2013"",""stub"":""False"",""homepage_url"":""http://3wiseventures.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""alias_list"":"""",""name"":""3 Wise Ventures""})"	"(665488 {""stub"":"""",""visited"":""False"",""permalink"":""ecomom"",""name"":""ecomom""})"	funded		3-wise-ventures__ecomom	funded					Techcrunch	angel	1100000.0	3-wise-ventures__ecomom	http://techcrunch.com/2010/10/06/mom-commerce-site-ecomom-banks-1-1-million/	USD	2010	
